OGIds	Mz,Pn,Ab,Nb,On,Ga
OG9853_1	mz.gene.s105.37,pn.gene.s143.15,ab.gene.s176.4,nb.gene.s41.24,on.gene.LG11.33,ENSGACG00000007081
OG9854_1	mz.gene.s18.30,pn.gene.s11.160,ab.gene.s142.20,nb.gene.s4.351,on.gene.UNK19.38,NULL
OG9855_1	mz.gene.s6.118,pn.gene.s3.138,ab.gene.s36.24,nb.gene.s10.163,on.gene.LG18.315,ENSGACG00000015154
OG9856_1	mz.gene.s120.56,pn.gene.s87.17,ab.gene.s47.14,nb.gene.s191.14,on.gene.LG19.520,ENSGACG00000007390
OG9857_1	mz.gene.s13.205,pn.gene.s6.196,ab.gene.s0.193,nb.gene.s35.89,on.gene.LG9.303,ENSGACG00000003889
OG9858_1	mz.gene.s23.116,pn.gene.s73.9,ab.gene.s118.31,nb.gene.s145.14,on.gene.UNK44.15,NULL
OG9859_1	mz.gene.s103.12,pn.gene.s75.57,ab.gene.s105.40,nb.gene.s78.5,on.gene.LG14.768,ENSGACG00000004438
OG9860_1	mz.gene.s11.211,pn.gene.s7.64,ab.gene.s3.48,NULL,on.gene.LG2.230,ENSGACG00000017332
OG9861_1	mz.gene.s151.9,pn.gene.s396.1,ab.gene.s940.1,nb.gene.s150.16,NULL,NULL
OG9862_1	mz.gene.s30.58,pn.gene.s39.42,ab.gene.s33.14,nb.gene.s39.5,on.gene.UNK1.99,ENSGACG00000015058
OG9863_1	mz.gene.s3.36,pn.gene.s178.33,ab.gene.s164.35,nb.gene.s57.30,on.gene.LG19.401,ENSGACG00000012204
OG9864_1	mz.gene.s80.34,pn.gene.s321.20,ab.gene.s397.20,nb.gene.s153.13,on.gene.LG6.106,ENSGACG00000019811
OG9865_1	NULL,pn.gene.s400.4,ab.gene.s739.3,nb.gene.s70.10,on.gene.UNK13.3,ENSGACG00000014289
OG9866_1	mz.gene.s3.362,pn.gene.s9.183,ab.gene.s15.32,NULL,NULL,NULL
OG9867_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000017738
OG9868_1	mz.gene.s261.8,pn.gene.s217.12,ab.gene.s225.18,NULL,on.gene.LG7.79,ENSGACG00000000483
OG9869_1	mz.gene.s165.22,pn.gene.s23.15,ab.gene.s119.39,nb.gene.s5.120,on.gene.LG13.701,NULL
OG9870_1	mz.gene.s50.8,pn.gene.s248.5,ab.gene.s136.36,NULL,on.gene.LG10.170,NULL
OG9871_1	mz.gene.s316.7,pn.gene.s212.17,ab.gene.s261.17,NULL,NULL,ENSGACG00000019900
OG9872_1	mz.gene.s100.37,pn.gene.s313.8,ab.gene.s177.26,NULL,on.gene.LG7.191,ENSGACG00000003198
OG9873_1	mz.gene.s47.71,pn.gene.s16.117,ab.gene.s4.35,NULL,on.gene.LG8-24.843,NULL
OG9874_1	mz.gene.s31.157,NULL,ab.gene.s289.2,NULL,on.gene.LG23.84,ENSGACG00000002072
OG9875_1	mz.gene.s39.6,pn.gene.s28.6,ab.gene.s299.5,nb.gene.s9.49,on.gene.LG19.785,ENSGACG00000012926
OG9876_1	mz.gene.s161.34,pn.gene.s175.23,ab.gene.s155.6,nb.gene.s147.33,on.gene.LG16-21.43,ENSGACG00000009122
OG9877_1	mz.gene.s18.136,NULL,ab.gene.s86.56,nb.gene.s4.236,on.gene.LG5.729,ENSGACG00000001336
OG9878_1	mz.gene.s8.61,pn.gene.s116.9,ab.gene.s112.11,nb.gene.s37.58,on.gene.LG14.471,ENSGACG00000009944
OG9879_1	mz.gene.s140.46,pn.gene.s185.23,ab.gene.s104.28,nb.gene.s42.73,on.gene.LG6.300,NULL
OG9880_1	mz.gene.s140.16,pn.gene.s264.12,NULL,nb.gene.s42.98,NULL,ENSGACG00000016657
OG9881_1	mz.gene.s6.292,pn.gene.s120.48,NULL,NULL,on.gene.LG18.518,ENSGACG00000017380
OG9882_1	NULL,NULL,NULL,nb.gene.s22.128,on.gene.UNK4.55,NULL
OG9883_1	NULL,NULL,NULL,nb.gene.s23.19,on.gene.LG18.534,NULL
OG9884_1	NULL,NULL,NULL,nb.gene.s192.3,on.gene.UNK14.50,NULL
OG9885_1	mz.gene.s6.329,NULL,ab.gene.s1.19,NULL,on.gene.LG18.563,ENSGACG00000017140
OG9886_1	mz.gene.s32.146,pn.gene.s34.7,ab.gene.s263.15,nb.gene.s15.164,on.gene.LG7.1189,ENSGACG00000012746
OG9887_1	mz.gene.s154.31,NULL,ab.gene.s616.3,nb.gene.s105.21,on.gene.LG17.247,ENSGACG00000013587
OG9888_1	mz.gene.s8.198,pn.gene.s2.84,ab.gene.s352.2,nb.gene.s87.49,on.gene.LG14.274,ENSGACG00000007953
OG9889_1	mz.gene.s25.52,pn.gene.s14.24,ab.gene.s12.51,nb.gene.s7.174,on.gene.UNK17.34,ENSGACG00000020783
OG9890_1	mz.gene.s205.2,pn.gene.s255.17,ab.gene.s459.2,nb.gene.s306.3,on.gene.UNK45.26,ENSGACG00000003860
OG9891_1	mz.gene.s72.8,pn.gene.s68.91,ab.gene.s30.7,nb.gene.s19.81,on.gene.LG8-24.582,ENSGACG00000002745
OG9892_1	mz.gene.s61.100,pn.gene.s157.32,ab.gene.s335.2,nb.gene.s20.30,on.gene.LG4.514,ENSGACG00000010471
OG9893_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000009582
OG9894_1	mz.gene.s56.12,pn.gene.s52.10,ab.gene.s154.12,nb.gene.s140.10,on.gene.LG12.150,ENSGACG00000012715
OG9895_1	mz.gene.s13.122,pn.gene.s6.118,ab.gene.s0.108,nb.gene.s33.29,on.gene.LG9.218,ENSGACG00000003047
OG9896_1	mz.gene.s1.207,pn.gene.s64.79,ab.gene.s67.38,nb.gene.s18.80,NULL,ENSGACG00000019231
OG9897_1	NULL,pn.gene.s7.183,ab.gene.s3.182,NULL,on.gene.LG2.367,NULL
OG9898_1	mz.gene.s87.51,pn.gene.s0.83,ab.gene.s14.100,nb.gene.s2.420,on.gene.LG6.804,ENSGACG00000018620
OG9899_1	mz.gene.s87.80,NULL,NULL,NULL,on.gene.LG6.834,ENSGACG00000018547
OG9900_1	mz.gene.s3.414,NULL,ab.gene.s15.87,NULL,on.gene.LG19.16,ENSGACG00000007640
OG9901_1	NULL,pn.gene.s132.26,ab.gene.s215.24,NULL,NULL,NULL
OG9902_1	mz.gene.s436.7,pn.gene.s558.1,ab.gene.s853.6,nb.gene.s358.1,on.gene.UNK151.4,ENSGACG00000014695
OG9903_1	NULL,pn.gene.s5367.1,ab.gene.s215.25,NULL,on.gene.LG13.110,NULL
OG9904_1	NULL,pn.gene.s138.7,ab.gene.s193.9,nb.gene.s143.40,on.gene.LG11.810,ENSGACG00000003098
OG9905_1	mz.gene.s82.28,pn.gene.s117.27,ab.gene.s34.58,NULL,on.gene.UNK13.13,ENSGACG00000014722
OG9906_1	mz.gene.s85.5,pn.gene.s80.105,ab.gene.s80.79,nb.gene.s133.8,on.gene.UNK553.1,ENSGACG00000004234
OG9907_1	mz.gene.s1006.1,pn.gene.s304.11,ab.gene.s432.7,nb.gene.s106.5,on.gene.UNK84.6,ENSGACG00000019555
OG9908_1	mz.gene.s44.62,pn.gene.s72.75,NULL,nb.gene.s74.12,on.gene.LG13.438,ENSGACG00000006647
OG9909_1	mz.gene.s147.29,pn.gene.s129.18,ab.gene.s357.10,nb.gene.s162.8,on.gene.LG17.92,ENSGACG00000019525
OG9910_1	mz.gene.s106.59,NULL,ab.gene.s426.18,nb.gene.s27.158,NULL,ENSGACG00000010103
OG9911_1	mz.gene.s5.141,pn.gene.s160.27,ab.gene.s6.25,nb.gene.s48.110,on.gene.LG15.543,ENSGACG00000013427
OG9912_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000008181
OG9913_1	NULL,NULL,NULL,nb.gene.s0.275,NULL,ENSGACG00000015976
OG9914_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000003298
OG9915_1	mz.gene.s112.5,pn.gene.s171.2,ab.gene.s671.6,nb.gene.s50.46,on.gene.LG12.77,ENSGACG00000013642
OG9916_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000018817
OG9917_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000015922
OG9918_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000020428
OG9919_1	mz.gene.s102.30,pn.gene.s56.5,ab.gene.s202.3,nb.gene.s1.347,on.gene.LG17.331,ENSGACG00000000586
OG9920_1	mz.gene.s6.170,NULL,NULL,NULL,on.gene.LG18.370,ENSGACG00000013837
OG9921_1	mz.gene.s25.119,pn.gene.s1044.4,ab.gene.s2634.1,nb.gene.s13.101,on.gene.LG16-21.326,ENSGACG00000003237
OG9922_1	mz.gene.s64.30,pn.gene.s143.44,ab.gene.s388.6,nb.gene.s41.54,on.gene.LG11.68,NULL
OG9923_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000020714
OG9924_1	NULL,NULL,NULL,NULL,on.gene.LG18.107,ENSGACG00000014117
OG9925_1	NULL,pn.gene.s37.19,ab.gene.s45.27,NULL,NULL,NULL
OG9926_1	mz.gene.s8.222,pn.gene.s2.59,ab.gene.s85.19,nb.gene.s128.11,on.gene.LG14.249,ENSGACG00000006550
OG9927_1	mz.gene.s7.246,pn.gene.s394.6,ab.gene.s371.3,NULL,on.gene.LG1.106,ENSGACG00000015037
OG9928_1	mz.gene.s193.36,pn.gene.s418.4,ab.gene.s213.11,nb.gene.s205.8,on.gene.LG7.13,ENSGACG00000007738
OG9929_1	mz.gene.s3731.1,pn.gene.s133.45,ab.gene.s128.44,nb.gene.s18.160,on.gene.LG6.682,ENSGACG00000018800
OG9930_1	NULL,NULL,ab.gene.s105.11,NULL,on.gene.LG14.741,ENSGACG00000013476
OG9931_1	mz.gene.s14.208,pn.gene.s5.56,ab.gene.s13.54,nb.gene.s16.38,on.gene.LG12.535,ENSGACG00000007776
OG9932_1	NULL,pn.gene.s42.13,ab.gene.s133.43,nb.gene.s3.283,on.gene.LG3.312,ENSGACG00000007380
OG9933_1	NULL,NULL,ab.gene.s140.18,NULL,NULL,NULL
OG9934_1	mz.gene.s1.124,NULL,ab.gene.s417.10,NULL,on.gene.LG6.913,ENSGACG00000018491
OG9935_1	mz.gene.s40.73,pn.gene.s55.75,ab.gene.s37.54,nb.gene.s71.44,on.gene.LG23.476,NULL
OG9936_1	mz.gene.s9.67,pn.gene.s32.96,ab.gene.s82.7,nb.gene.s148.3,on.gene.LG12.229,ENSGACG00000011889
OG9937_1	mz.gene.s54.79,pn.gene.s213.11,ab.gene.s227.11,nb.gene.s45.4,on.gene.LG14.565,ENSGACG00000011337
OG9938_1	mz.gene.s185.17,pn.gene.s19.78,NULL,nb.gene.s58.58,NULL,ENSGACG00000016321
OG9939_1	mz.gene.s38.61,pn.gene.s61.82,ab.gene.s701.7,NULL,NULL,ENSGACG00000002779
OG9940_1	NULL,NULL,ab.gene.s144.12,NULL,NULL,ENSGACG00000012755
OG9941_1	mz.gene.s76.14,pn.gene.s25.14,ab.gene.s53.8,nb.gene.s7.98,on.gene.UNK8.8,ENSGACG00000020877
OG9942_1	mz.gene.s58.39,pn.gene.s104.18,ab.gene.s100.30,NULL,NULL,ENSGACG00000003054
OG9943_1	mz.gene.s38.3,pn.gene.s43.3,NULL,nb.gene.s31.101,on.gene.LG20.210,ENSGACG00000010703
OG9944_1	NULL,pn.gene.s34.34,ab.gene.s151.19,NULL,on.gene.LG7.1157,ENSGACG00000013167
OG9945_1	NULL,pn.gene.s18.47,NULL,NULL,on.gene.UNK5374.1,NULL
OG9946_1	mz.gene.s2.151,pn.gene.s232.11,ab.gene.s2.13,nb.gene.s0.138,on.gene.LG1.526,ENSGACG00000016542
OG9947_1	NULL,NULL,ab.gene.s582.2,nb.gene.s89.53,NULL,NULL
OG9948_1	mz.gene.s94.35,pn.gene.s63.82,ab.gene.s46.70,nb.gene.s88.66,on.gene.LG10.252,ENSGACG00000020418
OG9949_1	mz.gene.s11.105,pn.gene.s7.152,ab.gene.s3.153,nb.gene.s2.130,on.gene.LG2.330,ENSGACG00000017694
OG9950_1	NULL,NULL,NULL,NULL,NULL,NULL
OG9951_1	NULL,NULL,NULL,nb.gene.s68.93,NULL,ENSGACG00000020572
OG9952_1	mz.gene.s65.28,pn.gene.s105.44,ab.gene.s25.31,nb.gene.s31.21,on.gene.LG20.120,ENSGACG00000011519
OG9953_1	mz.gene.s67.58,pn.gene.s65.55,ab.gene.s78.33,nb.gene.s45.36,on.gene.LG14.605,ENSGACG00000011804
OG9954_1	NULL,NULL,ab.gene.s1130.1,NULL,on.gene.LG3.61,NULL
OG9955_1	mz.gene.s288.6,pn.gene.s71.51,ab.gene.s407.11,nb.gene.s113.7,on.gene.LG17.30,ENSGACG00000006853
OG9956_1	mz.gene.s28.171,pn.gene.s17.137,ab.gene.s44.47,nb.gene.s97.19,on.gene.LG4.722,ENSGACG00000009782
OG9957_1	mz.gene.s28.70,pn.gene.s17.34,ab.gene.s35.37,nb.gene.s55.66,on.gene.LG4.616,ENSGACG00000014134
OG9958_1	NULL,NULL,ab.gene.s56.13,nb.gene.s1.225,NULL,NULL
OG9959_1	mz.gene.s89.55,pn.gene.s77.5,ab.gene.s386.8,nb.gene.s15.230,on.gene.LG7.1277,ENSGACG00000011713
OG9960_1	mz.gene.s68.27,pn.gene.s260.29,ab.gene.s295.30,nb.gene.s203.5,on.gene.LG4.99,ENSGACG00000013420
OG9961_1	mz.gene.s53.24,pn.gene.s136.25,ab.gene.s117.20,nb.gene.s30.60,on.gene.LG1.1,ENSGACG00000016932
OG9962_1	mz.gene.s4.99,pn.gene.s0.170,ab.gene.s14.6,nb.gene.s2.333,on.gene.LG2.567,NULL
OG9963_1	mz.gene.s10.273,pn.gene.s41.41,ab.gene.s24.73,NULL,on.gene.LG5.294,ENSGACG00000008752
OG9964_1	mz.gene.s32.127,pn.gene.s34.27,ab.gene.s151.29,nb.gene.s15.147,on.gene.LG7.1166,ENSGACG00000013030
OG9965_1	mz.gene.s13.3,NULL,ab.gene.s338.13,NULL,NULL,NULL
OG9966_1	mz.gene.s4.58,pn.gene.s0.212,ab.gene.s40.87,nb.gene.s2.296,on.gene.LG2.529,ENSGACG00000018291
OG9967_1	mz.gene.s6.342,pn.gene.s120.3,ab.gene.s1.6,nb.gene.s23.56,on.gene.LG18.577,ENSGACG00000017058
OG9968_1	mz.gene.s138.23,pn.gene.s209.20,ab.gene.s126.20,nb.gene.s107.22,on.gene.UNK66.13,ENSGACG00000000798
OG9969_1	mz.gene.s17.65,pn.gene.s51.37,NULL,nb.gene.s1.151,NULL,ENSGACG00000019759
OG9970_1	mz.gene.s0.339,pn.gene.s15.62,NULL,nb.gene.s103.36,on.gene.LG7.844,ENSGACG00000018061
OG9971_1	mz.gene.s40.130,pn.gene.s198.12,ab.gene.s495.9,nb.gene.s305.7,on.gene.LG23.527,ENSGACG00000012028
OG9972_1	mz.gene.s13.115,pn.gene.s6.113,ab.gene.s0.102,nb.gene.s33.34,on.gene.LG9.212,ENSGACG00000002986
OG9973_1	NULL,NULL,ab.gene.s3745.1,NULL,on.gene.LG22.459,NULL
OG9974_1	NULL,NULL,ab.gene.s368.15,NULL,on.gene.UNK399.1,NULL
OG9975_1	mz.gene.s14.158,pn.gene.s5.7,ab.gene.s26.8,nb.gene.s16.93,on.gene.LG12.589,ENSGACG00000007111
OG9976_1	mz.gene.s101.38,pn.gene.s35.13,ab.gene.s292.5,nb.gene.s223.7,on.gene.UNK4.84,ENSGACG00000001120
OG9977_1	mz.gene.s256.2,pn.gene.s369.8,ab.gene.s506.1,nb.gene.s173.1,on.gene.LG16-21.641,ENSGACG00000018761
OG9978_1	mz.gene.s28.189,pn.gene.s17.156,ab.gene.s44.26,nb.gene.s97.38,on.gene.LG4.746,ENSGACG00000013529
OG9979_1	mz.gene.s162.16,pn.gene.s324.21,ab.gene.s541.6,nb.gene.s73.16,on.gene.LG19.617,ENSGACG00000003907
OG9980_1	mz.gene.s148.9,pn.gene.s190.16,ab.gene.s580.9,nb.gene.s75.27,on.gene.LG9.7,ENSGACG00000000873
OG9981_1	mz.gene.s22.27,pn.gene.s296.8,ab.gene.s424.2,NULL,on.gene.LG10.367,ENSGACG00000020607
OG9982_1	mz.gene.s4.160,pn.gene.s44.110,NULL,nb.gene.s131.1,on.gene.LG11.523,ENSGACG00000011436
OG9983_1	NULL,pn.gene.s157.42,ab.gene.s285.12,NULL,on.gene.LG4.500,ENSGACG00000010647
OG9984_1	mz.gene.s68.63,NULL,NULL,nb.gene.s54.77,NULL,NULL
OG9985_1	mz.gene.s62.28,pn.gene.s119.3,ab.gene.s83.45,NULL,on.gene.LG13.272,ENSGACG00000003638
OG9986_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000020591
OG9987_1	mz.gene.s4.196,pn.gene.s44.144,ab.gene.s196.43,nb.gene.s131.30,on.gene.LG11.426,ENSGACG00000011813
OG9988_1	NULL,pn.gene.s187.3,ab.gene.s553.2,nb.gene.s94.8,on.gene.UNK103.10,NULL
OG9989_1	NULL,NULL,NULL,NULL,on.gene.LG16-21.15,ENSGACG00000001417
OG9990_1	mz.gene.s253.13,NULL,ab.gene.s307.12,nb.gene.s75.6,on.gene.UNK33.10,ENSGACG00000000111
OG9991_1	mz.gene.s268.1,NULL,ab.gene.s3094.1,NULL,NULL,NULL
OG9992_1	mz.gene.s337.8,pn.gene.s382.1,ab.gene.s1316.1,nb.gene.s25.80,on.gene.UNK2.1,ENSGACG00000014945
OG9993_1	NULL,pn.gene.s29.91,NULL,NULL,on.gene.LG22.645,ENSGACG00000008582
OG9994_1	mz.gene.s82.47,pn.gene.s117.3,ab.gene.s34.25,nb.gene.s25.83,on.gene.UNK323.2,ENSGACG00000014923
OG9995_1	mz.gene.s98.4,pn.gene.s454.1,ab.gene.s740.4,NULL,NULL,NULL
OG9996_1	mz.gene.s158.55,NULL,NULL,nb.gene.s782.1,on.gene.LG14.819,NULL
OG9997_1	mz.gene.s162.26,NULL,NULL,nb.gene.s73.31,NULL,NULL
OG9998_1	mz.gene.s0.120,pn.gene.s62.31,NULL,NULL,NULL,ENSGACG00000016940
OG9999_1	mz.gene.s108.15,pn.gene.s115.24,NULL,nb.gene.s319.2,NULL,NULL
OG10000_1	mz.gene.s27.114,pn.gene.s86.25,ab.gene.s49.21,NULL,on.gene.LG9.341,ENSGACG00000004297
OG10001_1	NULL,pn.gene.s115.10,ab.gene.s398.4,nb.gene.s8.18,on.gene.LG20.581,ENSGACG00000003721
OG10002_1	mz.gene.s10.76,pn.gene.s109.20,ab.gene.s395.5,nb.gene.s168.9,on.gene.LG5.507,ENSGACG00000000824
OG10003_1	NULL,pn.gene.s179.1,ab.gene.s92.43,nb.gene.s68.100,on.gene.UNK89.1,ENSGACG00000020566
OG10004_1	mz.gene.s1.238,pn.gene.s64.48,ab.gene.s67.70,nb.gene.s18.102,on.gene.LG6.720,ENSGACG00000018345
OG10005_1	mz.gene.s2859.1,pn.gene.s4381.1,ab.gene.s5681.1,NULL,on.gene.LG20.18,NULL
OG10006_1	mz.gene.s224.16,pn.gene.s38.95,ab.gene.s317.11,nb.gene.s8.52,on.gene.LG20.617,ENSGACG00000004839
OG10007_1	mz.gene.s9.291,pn.gene.s5.123,ab.gene.s13.130,NULL,on.gene.LG12.462,ENSGACG00000008861
OG10008_1	mz.gene.s31.121,pn.gene.s22.104,ab.gene.s31.64,NULL,on.gene.LG23.117,NULL
OG10009_1	mz.gene.s67.60,pn.gene.s65.58,ab.gene.s78.28,nb.gene.s45.34,on.gene.LG14.601,ENSGACG00000011727
OG10010_1	mz.gene.s3.70,pn.gene.s69.90,NULL,nb.gene.s57.65,on.gene.LG19.367,ENSGACG00000005070
OG10011_1	mz.gene.s54.7,pn.gene.s90.4,NULL,nb.gene.s80.72,on.gene.LG14.502,ENSGACG00000010371
OG10012_1	mz.gene.s121.5,pn.gene.s329.7,ab.gene.s432.27,nb.gene.s106.18,on.gene.LG5.925,ENSGACG00000019602
OG10013_1	mz.gene.s135.10,pn.gene.s233.13,NULL,NULL,NULL,NULL
OG10014_1	mz.gene.s153.58,pn.gene.s92.70,NULL,NULL,on.gene.LG22.154,ENSGACG00000002224
OG10015_1	mz.gene.s408.3,pn.gene.s519.2,ab.gene.s367.3,nb.gene.s192.15,on.gene.UNK79.14,NULL
OG10016_1	mz.gene.s44.85,pn.gene.s72.55,ab.gene.s9.136,nb.gene.s74.30,on.gene.LG13.416,ENSGACG00000006272
OG10017_1	mz.gene.s3.192,pn.gene.s9.22,ab.gene.s168.40,nb.gene.s56.21,on.gene.LG19.230,ENSGACG00000009968
OG10018_1	mz.gene.s90.48,pn.gene.s229.21,ab.gene.s684.8,nb.gene.s871.1,on.gene.UNK110.8,ENSGACG00000018870
OG10019_1	mz.gene.s10.92,NULL,ab.gene.s395.22,nb.gene.s194.26,on.gene.LG5.488,ENSGACG00000000747
OG10020_1	mz.gene.s31.129,pn.gene.s22.111,ab.gene.s31.71,NULL,on.gene.LG23.112,ENSGACG00000004123
OG10021_1	mz.gene.s1.385,pn.gene.s67.18,ab.gene.s170.13,NULL,on.gene.LG6.1055,ENSGACG00000019322
OG10022_1	mz.gene.s84.45,NULL,ab.gene.s79.45,NULL,on.gene.LG14.69,NULL
OG10023_1	mz.gene.s140.5,NULL,ab.gene.s104.62,NULL,on.gene.LG6.273,ENSGACG00000016604
OG10024_1	mz.gene.s44.126,pn.gene.s72.18,ab.gene.s9.94,nb.gene.s74.77,on.gene.LG13.371,ENSGACG00000005354
OG10025_1	NULL,NULL,NULL,nb.gene.s107.42,on.gene.LG20.83,ENSGACG00000000281
OG10026_1	NULL,NULL,NULL,nb.gene.s26.19,on.gene.LG15.709,NULL
OG10027_1	mz.gene.s44.67,NULL,ab.gene.s786.5,NULL,NULL,ENSGACG00000010933
OG10028_1	mz.gene.s87.57,pn.gene.s0.88,ab.gene.s14.96,nb.gene.s2.415,on.gene.LG6.809,ENSGACG00000018608
OG10029_1	mz.gene.s56.77,pn.gene.s52.58,ab.gene.s358.8,NULL,on.gene.LG1.752,ENSGACG00000003853
OG10030_1	mz.gene.s113.8,NULL,NULL,nb.gene.s27.39,on.gene.LG8-24.784,ENSGACG00000003925
OG10031_1	mz.gene.s135.3,pn.gene.s233.21,ab.gene.s203.34,nb.gene.s11.238,on.gene.LG6.584,ENSGACG00000019401
OG10032_1	mz.gene.s153.32,pn.gene.s92.48,ab.gene.s382.5,nb.gene.s32.75,on.gene.LG22.129,ENSGACG00000002545
OG10033_1	mz.gene.s164.11,pn.gene.s2504.1,NULL,nb.gene.s239.14,NULL,ENSGACG00000013588
OG10034_1	mz.gene.s1.316,pn.gene.s133.19,ab.gene.s128.23,nb.gene.s18.179,on.gene.LG6.658,NULL
OG10035_1	NULL,pn.gene.s41.90,ab.gene.s24.25,NULL,NULL,NULL
OG10036_1	mz.gene.s10.215,NULL,ab.gene.s24.17,nb.gene.s6.279,on.gene.LG5.351,NULL
OG10037_1	mz.gene.s48.70,pn.gene.s265.35,ab.gene.s560.7,NULL,NULL,NULL
OG10038_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000010109
OG10039_1	mz.gene.s43.67,pn.gene.s37.63,ab.gene.s555.9,NULL,on.gene.LG12.856,NULL
OG10040_1	mz.gene.s12.217,pn.gene.s43.59,ab.gene.s120.61,nb.gene.s31.157,on.gene.LG20.270,ENSGACG00000012353
OG10041_1	mz.gene.s14.63,pn.gene.s81.64,ab.gene.s64.21,nb.gene.s16.186,on.gene.LG12.685,ENSGACG00000005534
OG10042_1	NULL,pn.gene.s191.28,NULL,NULL,on.gene.LG17.442,ENSGACG00000020034
OG10043_1	mz.gene.s25.150,NULL,ab.gene.s431.13,NULL,NULL,ENSGACG00000003586
OG10044_1	mz.gene.s14.138,pn.gene.s112.13,ab.gene.s26.27,nb.gene.s16.113,on.gene.LG12.612,ENSGACG00000006824
OG10045_1	NULL,NULL,ab.gene.s853.5,NULL,on.gene.UNK151.5,ENSGACG00000014670
OG10046_1	mz.gene.s9.192,NULL,ab.gene.s51.10,nb.gene.s6.60,on.gene.LG12.366,ENSGACG00000010402
OG10047_1	mz.gene.s68.20,pn.gene.s260.21,ab.gene.s295.22,nb.gene.s203.12,on.gene.LG4.105,ENSGACG00000013295
OG10048_1	mz.gene.s202.28,pn.gene.s390.12,ab.gene.s9.13,nb.gene.s6.431,on.gene.LG5.184,ENSGACG00000012117
OG10049_1	mz.gene.s12.131,NULL,NULL,NULL,NULL,NULL
OG10050_1	mz.gene.s32.187,pn.gene.s169.30,ab.gene.s166.25,nb.gene.s15.204,on.gene.LG7.1237,ENSGACG00000012125
OG10051_1	NULL,NULL,ab.gene.s255.10,NULL,NULL,ENSGACG00000017420
OG10052_1	mz.gene.s42.99,pn.gene.s205.7,ab.gene.s288.7,nb.gene.s90.38,NULL,ENSGACG00000006826
OG10053_1	NULL,NULL,ab.gene.s25.42,NULL,NULL,ENSGACG00000011610
OG10054_1	mz.gene.s5.267,pn.gene.s12.73,ab.gene.s19.105,nb.gene.s26.50,on.gene.LG15.673,ENSGACG00000005517
OG10055_1	NULL,pn.gene.s88.13,NULL,nb.gene.s130.18,on.gene.LG7.156,ENSGACG00000002468
OG10056_1	mz.gene.s243.19,pn.gene.s63.124,ab.gene.s46.19,nb.gene.s88.19,on.gene.LG10.199,ENSGACG00000020359
OG10057_1	mz.gene.s2.287,NULL,ab.gene.s103.24,NULL,on.gene.LG1.663,ENSGACG00000017663
OG10058_1	NULL,NULL,ab.gene.s822.3,NULL,NULL,NULL
OG10059_1	mz.gene.s199.23,NULL,NULL,nb.gene.s53.50,on.gene.UNK56.24,ENSGACG00000005020
OG10060_1	mz.gene.s47.73,NULL,NULL,NULL,on.gene.LG8-24.841,ENSGACG00000003434
OG10061_1	mz.gene.s10.82,pn.gene.s109.14,ab.gene.s395.10,nb.gene.s168.5,on.gene.LG5.501,ENSGACG00000000801
OG10062_1	NULL,NULL,NULL,NULL,NULL,NULL
OG10063_1	mz.gene.s9.146,pn.gene.s32.37,ab.gene.s50.39,nb.gene.s6.16,on.gene.LG12.321,ENSGACG00000010939
OG10064_1	mz.gene.s10.60,pn.gene.s109.36,ab.gene.s303.10,nb.gene.s168.25,NULL,ENSGACG00000000913
OG10065_1	mz.gene.s63.20,pn.gene.s20.76,ab.gene.s249.12,nb.gene.s69.49,on.gene.LG5.38,ENSGACG00000011258
OG10066_1	mz.gene.s73.71,pn.gene.s184.27,ab.gene.s152.7,nb.gene.s67.74,on.gene.LG14.142,ENSGACG00000007788
OG10067_1	mz.gene.s251.8,pn.gene.s433.5,ab.gene.s434.12,NULL,on.gene.UNK99.15,NULL
OG10068_1	mz.gene.s39.28,pn.gene.s28.21,ab.gene.s688.8,nb.gene.s9.71,on.gene.LG19.767,NULL
OG10069_1	mz.gene.s152.36,pn.gene.s383.4,ab.gene.s437.10,NULL,on.gene.LG7.1449,ENSGACG00000013939
OG10070_1	mz.gene.s65.30,pn.gene.s105.41,ab.gene.s25.33,NULL,on.gene.LG20.124,ENSGACG00000011485
OG10071_1	NULL,NULL,NULL,NULL,NULL,ENSGACG00000001975
OG10072_1	NULL,pn.gene.s17.33,NULL,NULL,on.gene.LG4.615,ENSGACG00000014129
OG10073_1	mz.gene.s54.40,pn.gene.s90.34,ab.gene.s138.10,nb.gene.s80.34,on.gene.LG14.516,ENSGACG00000010818
OG10074_1	mz.gene.s93.30,pn.gene.s26.126,ab.gene.s89.2,nb.gene.s3.343,on.gene.LG13.855,ENSGACG00000004028
OG10075_1	mz.gene.s52.111,pn.gene.s8.186,ab.gene.s41.21,nb.gene.s13.154,on.gene.UNK31.23,ENSGACG00000003830
OG10076_1	NULL,pn.gene.s323.4,NULL,nb.gene.s3283.1,NULL,NULL
